PID,totalvolume,x,y,z
19631,2.307,306183.333,2000283.333,5348.103
19636,2.236,306316.667,2000283.333,5347.101
19720,2.195,306383.333,2000283.333,5346.603
19725,2.117,306516.667,2000283.333,5345.504
19801,2.09,306583.333,2000283.333,5344.862
19806,2.146,306716.667,2000283.333,5343.139
19884,2.254,306783.333,2000283.333,5342.031
19889,2.527,306916.667,2000283.333,5339.7
19961,1.6,306983.333,2000283.333,5335.548
705,1.059,292288.838,2000295.764,5369.625
1191,0.533,292616.667,2000316.667,5376.347
1190,0.31,292683.333,2000316.667,5378.09
4478,4.257,295016.667,2000316.667,5392.173
4477,6.813,295083.333,2000316.667,5398.378
4777,7.673,295216.667,2000316.667,5399.592
4776,7.187,295283.333,2000316.667,5397.859
5082,6.107,295416.667,2000316.667,5394.403
5081,5.939,295483.333,2000316.667,5393.774
5389,5.745,295616.667,2000316.667,5392.925
5388,5.708,295683.333,2000316.667,5392.582
5701,5.757,295816.667,2000316.667,5391.79
5700,5.802,295883.333,2000316.667,5391.272
6016,5.776,296016.667,2000316.667,5389.665
6015,5.73,296083.333,2000316.667,5388.776
6333,5.87,296216.667,2000316.667,5387.58
6332,6.293,296283.333,2000316.667,5387.898
6650,5.827,296416.667,2000316.667,5384.909
6649,5.883,296483.333,2000316.667,5384.155
6975,5.903,296616.667,2000316.667,5382.362
6974,5.932,296683.333,2000316.667,5381.463
7302,6.061,296816.667,2000316.667,5379.733
7301,6.101,296883.333,2000316.667,5378.727
7632,6.048,297016.667,2000316.667,5376.547
7631,5.668,297083.333,2000316.667,5374.552
7970,0.214,297216.667,2000316.667,5359.432
7969,1.889,297283.333,2000316.667,5364.857
8311,4.875,297416.667,2000316.667,5375.022
8310,4.583,297483.333,2000316.667,5375.182
8646,3.984,297616.667,2000316.667,5375.533
8645,3.499,297683.333,2000316.667,5375.141
8983,3.109,297816.667,2000316.667,5375.791
8982,2.821,297883.333,2000316.667,5375.833
9326,1.921,298016.667,2000316.667,5375.067
9325,1.259,298083.333,2000316.667,5373.984
9673,0.279,298216.667,2000316.667,5374.073
13763,1.968,300616.667,2000316.667,5380.467
13762,2.47,300683.333,2000316.667,5381.98
14096,2.711,300816.667,2000316.667,5383.045
14095,4.391,300883.333,2000316.667,5387.953
14412,7.998,301016.667,2000316.667,5398.548
14411,5.848,301083.333,2000316.667,5393.082
15001,2.989,301416.667,2000316.667,5384.581
15000,3.855,301483.333,2000316.667,5386.874
15286,5.255,301616.667,2000316.667,5390.16
15285,5.315,301683.333,2000316.667,5389.614
15566,5.357,301816.667,2000316.667,5388.861
15565,5.369,301883.333,2000316.667,5388.405
15841,5.741,302016.667,2000316.667,5388.386
15840,5.955,302083.333,2000316.667,5388.308
16104,6.366,302216.667,2000316.667,5388.294
16103,6.287,302283.333,2000316.667,5387.689
16363,6.093,302416.667,2000316.667,5386.627
16362,6.328,302483.333,2000316.667,5387.04
16618,6.922,302616.667,2000316.667,5388.073
16617,7.512,302683.333,2000316.667,5389.283
16859,8.865,302816.667,2000316.667,5391.933
16858,8.611,302883.333,2000316.667,5390.692
17095,7.796,303016.667,2000316.667,5387.722
17094,8,303083.333,2000316.667,5388.038
17324,8.467,303216.667,2000316.667,5388.882
17323,7.894,303283.333,2000316.667,5387.155
17544,6.827,303416.667,2000316.667,5383.474
17543,6.845,303483.333,2000316.667,5383.048
17758,6.963,303616.667,2000316.667,5382.55
17757,6.71,303683.333,2000316.667,5381.446
17959,6.317,303816.667,2000316.667,5379.63
17958,6.63,303883.333,2000316.667,5380
18154,7.486,304016.667,2000316.667,5381.813
18153,7.868,304083.333,2000316.667,5382.541
18339,7.888,304216.667,2000316.667,5381.9
18338,7.805,304283.333,2000316.667,5381.265
18510,7.695,304416.667,2000316.667,5379.889
18509,7.66,304483.333,2000316.667,5379.167
18666,7.555,304616.667,2000316.667,5377.83
18665,6.789,304683.333,2000316.667,5375.384
18808,2.165,304816.667,2000316.667,5361.959
18807,1.905,304883.333,2000316.667,5360.641
18941,1.582,305016.667,2000316.667,5358.826
18940,0.585,305083.333,2000316.667,5355.765
19430,0.573,305883.333,2000316.667,5349.889
19537,4.625,306016.667,2000316.667,5360.037
19536,4.855,306083.333,2000316.667,5360.268
19634,4.362,306216.667,2000316.667,5358.115
19633,3.926,306283.333,2000316.667,5356.522
19723,2.776,306416.667,2000316.667,5352.596
19722,2.619,306483.333,2000316.667,5351.459
19804,2.566,306616.667,2000316.667,5348.459
19803,2.926,306683.333,2000316.667,5347.466
19887,3.781,306816.667,2000316.667,5345.252
19886,4.225,306883.333,2000316.667,5344.082
704,2.462,292224.589,2000329.098,5370.26
720,0.723,292221.503,2000383.333,5365.033
1194,2.479,292616.667,2000383.333,5378.634
1195,2.02,292683.333,2000383.333,5379.904
6336,1.338,296216.667,2000383.333,5376.612
6337,3.726,296283.333,2000383.333,5382.244
6653,8.431,296416.667,2000383.333,5393.239
6654,7.232,296483.333,2000383.333,5389.047
6978,7.329,296616.667,2000383.333,5387.371
6979,7.341,296683.333,2000383.333,5386.375
7305,6.3,296816.667,2000383.333,5381.365
7306,5.456,296883.333,2000383.333,5377.912
7635,7.004,297016.667,2000383.333,5379.849
7636,5.362,297083.333,2000383.333,5374.298
7974,1.82,297283.333,2000383.333,5365.458
8314,8.577,297416.667,2000383.333,5385.938
8315,8.898,297483.333,2000383.333,5387.852
8649,9.4,297616.667,2000383.333,5391.225
8650,9.455,297683.333,2000383.333,5392.336
8986,9.39,297816.667,2000383.333,5393.979
8987,9.332,297883.333,2000383.333,5394.754
9329,8.245,298016.667,2000383.333,5393.856
9330,5.67,298083.333,2000383.333,5388.034
9676,3.416,298216.667,2000383.333,5385.439
9677,3.087,298283.333,2000383.333,5386.909
10025,2.234,298416.667,2000383.333,5386.178
10026,1.821,298483.333,2000383.333,5385.037
10373,2.283,298616.667,2000383.333,5385.833
10374,3.176,298683.333,2000383.333,5387.744
10722,4.052,298816.667,2000383.333,5388.871
10723,4.247,298883.333,2000383.333,5388.753
11070,3.671,299016.667,2000383.333,5384.569
11071,2.898,299083.333,2000383.333,5381.178
11412,1.514,299216.667,2000383.333,5374.994
11756,0.243,299483.333,2000383.333,5365.127
12759,0.426,300083.333,2000383.333,5368.273
13089,3.652,300216.667,2000383.333,5382.152
13090,3.191,300283.333,2000383.333,5382.917
13426,3.254,300416.667,2000383.333,5386.363
13427,3.297,300483.333,2000383.333,5388.343
13766,3.21,300616.667,2000383.333,5390.003
13767,2.817,300683.333,2000383.333,5389.787
14099,2.478,300816.667,2000383.333,5389.539
14100,2.475,300883.333,2000383.333,5389.417
14415,2.481,301016.667,2000383.333,5388.971
14416,2.176,301083.333,2000383.333,5388.041
14713,2.078,301216.667,2000383.333,5387.168
14714,2.057,301283.333,2000383.333,5386.917
15004,1.832,301416.667,2000383.333,5386.173
15005,1.739,301483.333,2000383.333,5386.004
15289,1.435,301616.667,2000383.333,5385.433
15290,1.308,301683.333,2000383.333,5385.292
15569,0.262,301816.667,2000383.333,5384.065
15570,0.656,301883.333,2000383.333,5385.502
15844,0.377,302016.667,2000383.333,5385.319
15845,0.349,302083.333,2000383.333,5384.788
16107,0.317,302216.667,2000383.333,5383.59
16108,0.303,302283.333,2000383.333,5383.209
16366,0.184,302416.667,2000383.333,5382.558
16367,0.127,302483.333,2000383.333,5382.214
16622,0.128,302683.333,2000383.333,5380.857
16862,0.632,302816.667,2000383.333,5381.422
16863,0.691,302883.333,2000383.333,5380.92
17098,0.635,303016.667,2000383.333,5380.1
17099,0.688,303083.333,2000383.333,5380.083
17327,0.83,303216.667,2000383.333,5380.001
17328,0.682,303283.333,2000383.333,5379.457
17547,0.532,303416.667,2000383.333,5378.41
17548,0.658,303483.333,2000383.333,5378.276
17761,0.754,303616.667,2000383.333,5377.68
17762,0.905,303683.333,2000383.333,5377.6
17963,0.989,303883.333,2000383.333,5376.412
18157,1.051,304016.667,2000383.333,5376.051
18158,0.971,304083.333,2000383.333,5375.453
18342,1.506,304216.667,2000383.333,5376.16
18343,1.721,304283.333,2000383.333,5376.428
18513,3.19,304416.667,2000383.333,5379.456
18514,2.33,304483.333,2000383.333,5376.491
18669,1.514,304616.667,2000383.333,5372.698
19807,0.162,306616.667,2000383.333,5341.921
19808,0.501,306683.333,2000383.333,5340.242
19890,1.151,306816.667,2000383.333,5336.643
19891,1.55,306883.333,2000383.333,5335.251
715,0.435,292188.169,2000416.667,5363.112
953,3.562,292516.667,2000416.667,5377.177
1197,5.191,292583.333,2000416.667,5383.368
1200,3.361,292716.667,2000416.667,5383.402
6342,0.759,296316.667,2000416.667,5374.42
6656,2.936,296383.333,2000416.667,5379.437
6659,2.523,296516.667,2000416.667,5376.409
6981,2.6,296583.333,2000416.667,5375.632
6984,2.752,296716.667,2000416.667,5373.942
7308,2.373,296783.333,2000416.667,5371.796
7311,0.431,296916.667,2000416.667,5364.182
7638,1.502,296983.333,2000416.667,5365.953
7641,1.017,297116.667,2000416.667,5362.503
7979,2.936,297316.667,2000416.667,5369.407
8317,3.179,297383.333,2000416.667,5371.195
8320,4.023,297516.667,2000416.667,5375.646
8652,4.274,297583.333,2000416.667,5377.332
8655,4.929,297716.667,2000416.667,5381.052
8989,5.279,297783.333,2000416.667,5382.922
8992,6.437,297916.667,2000416.667,5388.033
9332,5.476,297983.333,2000416.667,5386.523
13095,0.137,300316.667,2000416.667,5376.684
13429,0.843,300383.333,2000416.667,5379.992
13432,2.419,300516.667,2000416.667,5386.661
13769,3.122,300583.333,2000416.667,5389.247
13772,3.811,300716.667,2000416.667,5392.524
14102,4.65,300783.333,2000416.667,5395.217
14105,6.487,300916.667,2000416.667,5400.405
14418,6.577,300983.333,2000416.667,5400.63
14421,3.095,301116.667,2000416.667,5391.37
14716,2.146,301183.333,2000416.667,5388.759
14719,3.107,301316.667,2000416.667,5391.135
15007,3.623,301383.333,2000416.667,5392.482
15010,5.162,301516.667,2000416.667,5396.6
15292,5.221,301583.333,2000416.667,5396.569
15295,4.915,301716.667,2000416.667,5396.305
15572,5.129,301783.333,2000416.667,5397.675
15575,4.89,301916.667,2000416.667,5398.488
15847,4.606,301983.333,2000416.667,5398.561
15850,4.35,302116.667,2000416.667,5398.201
16110,4.286,302183.333,2000416.667,5397.791
16113,4.086,302316.667,2000416.667,5397.038
16369,3.956,302383.333,2000416.667,5396.797
16372,3.66,302516.667,2000416.667,5396.331
16624,3.545,302583.333,2000416.667,5395.949
16627,3.299,302716.667,2000416.667,5394.996
16865,3.221,302783.333,2000416.667,5394.572
16868,3.301,302916.667,2000416.667,5393.425
17101,3.219,302983.333,2000416.667,5392.972
17104,2.907,303116.667,2000416.667,5391.617
17330,2.944,303183.333,2000416.667,5391.435
17333,2.926,303316.667,2000416.667,5391.069
17550,2.84,303383.333,2000416.667,5390.639
17553,2.713,303516.667,2000416.667,5389.478
17764,2.622,303583.333,2000416.667,5388.821
17767,2.634,303716.667,2000416.667,5387.798
17965,2.676,303783.333,2000416.667,5387.468
17968,2.606,303916.667,2000416.667,5386.305
18160,2.531,303983.333,2000416.667,5385.822
18163,2.491,304116.667,2000416.667,5384.736
18345,2.518,304183.333,2000416.667,5384.363
18348,2.477,304316.667,2000416.667,5383.704
18516,2.784,304383.333,2000416.667,5384.133
18519,2.449,304516.667,2000416.667,5382.231
18672,2.573,304583.333,2000416.667,5381.455
18675,2.391,304716.667,2000416.667,5380.107
18814,2.49,304783.333,2000416.667,5379.403
18817,2.562,304916.667,2000416.667,5377.701
18947,2.51,304983.333,2000416.667,5377.469
18950,1.873,305116.667,2000416.667,5375.232
19075,1.371,305183.333,2000416.667,5373.489
19078,2.3,305316.667,2000416.667,5370.691
19202,2.661,305383.333,2000416.667,5369.37
19205,1.888,305516.667,2000416.667,5365.625
19320,1.85,305583.333,2000416.667,5365.092
19323,1.772,305716.667,2000416.667,5363.819
19437,2.584,305783.333,2000416.667,5364.392
19440,4.173,305916.667,2000416.667,5364.513
19543,4.116,305983.333,2000416.667,5363.103
19546,4.26,306116.667,2000416.667,5361.777
19640,4.346,306183.333,2000416.667,5361.379
19643,4.232,306316.667,2000416.667,5359.793
19729,4.305,306383.333,2000416.667,5359.215
19732,4.746,306516.667,2000416.667,5357.026
19810,5.095,306583.333,2000416.667,5355.383
19813,5.443,306716.667,2000416.667,5351.178
19893,6.073,306783.333,2000416.667,5350.323
19896,2.61,306916.667,2000416.667,5336.965
6338,4.503,296183.333,2000483.333,5387.672
6343,6.314,296316.667,2000483.333,5390.861
6655,7.51,296383.333,2000483.333,5393.191
6660,7.56,296516.667,2000483.333,5391.347
6980,7.572,296583.333,2000483.333,5390.348
6985,7.484,296716.667,2000483.333,5387.912
7307,7.399,296783.333,2000483.333,5386.515
7312,7.101,296916.667,2000483.333,5383.271
7637,7.5,296983.333,2000483.333,5383.186
7642,0.783,297116.667,2000483.333,5362.941
7980,5.103,297316.667,2000483.333,5376.136
8316,7.051,297383.333,2000483.333,5382.594
8321,6.258,297516.667,2000483.333,5382.75
8651,5.544,297583.333,2000483.333,5381.796
8656,4.822,297716.667,2000483.333,5381.78
8988,4.431,297783.333,2000483.333,5381.667
8993,3.631,297916.667,2000483.333,5381.615
9331,3.376,297983.333,2000483.333,5382.124
9336,2.367,298116.667,2000483.333,5382.337
9678,1.781,298183.333,2000483.333,5382.701
9683,1.171,298316.667,2000483.333,5383.808
10027,0.896,298383.333,2000483.333,5383.349
10032,0.724,298516.667,2000483.333,5382.868
10375,0.609,298583.333,2000483.333,5382.415
10380,0.363,298716.667,2000483.333,5381.372
11414,0.223,299183.333,2000483.333,5375.209
11419,0.587,299316.667,2000483.333,5372.566
11757,0.847,299383.333,2000483.333,5371.418
11762,0.726,299516.667,2000483.333,5367.32
12096,0.113,299583.333,2000483.333,5364.01
15571,0.244,301783.333,2000483.333,5385.842
15576,1.4,301916.667,2000483.333,5390.494
15846,1.543,301983.333,2000483.333,5391.464
15851,1.61,302116.667,2000483.333,5391.993
16109,1.694,302183.333,2000483.333,5392.361
16114,1.939,302316.667,2000483.333,5393.219
16368,1.857,302383.333,2000483.333,5393.214
16373,1.539,302516.667,2000483.333,5393.001
16623,1.591,302583.333,2000483.333,5393.493
16628,1.865,302716.667,2000483.333,5394.892
16864,1.806,302783.333,2000483.333,5395.07
16869,1.516,302916.667,2000483.333,5395.175
17100,2.139,302983.333,2000483.333,5397.781
17105,3.155,303116.667,2000483.333,5401.689
17329,2.562,303183.333,2000483.333,5400.555
17554,0.828,303516.667,2000483.333,5395.36
17763,1.33,303583.333,2000483.333,5396.206
17768,2.581,303716.667,2000483.333,5398.478
17964,2.938,303783.333,2000483.333,5399.064
17969,3.086,303916.667,2000483.333,5398.609
18159,3.718,303983.333,2000483.333,5399.939
18164,6.103,304116.667,2000483.333,5405.131
18344,6.789,304183.333,2000483.333,5406.237
18349,7.017,304316.667,2000483.333,5405.868
18515,5.929,304383.333,2000483.333,5401.59
18520,4.836,304516.667,2000483.333,5394.459
18671,4.167,304583.333,2000483.333,5391.592
18676,3.076,304716.667,2000483.333,5386.183
18813,3.262,304783.333,2000483.333,5385.265
18818,4.253,304916.667,2000483.333,5385.685
18946,2.092,304983.333,2000483.333,5379.201
19441,2.615,305916.667,2000483.333,5359.052
19542,3.531,305983.333,2000483.333,5360.026
19547,3.024,306116.667,2000483.333,5356.558
19639,2.673,306183.333,2000483.333,5354.965
19644,1.919,306316.667,2000483.333,5351.253
19728,1.767,306383.333,2000483.333,5349.658
19733,1.654,306516.667,2000483.333,5345.669
19809,1.642,306583.333,2000483.333,5343.281
19814,1.201,306716.667,2000483.333,5337.276
19892,2.193,306783.333,2000483.333,5337.851
952,2.095,292416.667,2000516.667,5368.24
951,2.476,292483.333,2000516.667,5370.135
1199,1.856,292616.667,2000516.667,5371.415
1198,1.426,292683.333,2000516.667,5372.408
6341,0.266,296216.667,2000516.667,5376.489
6340,1.331,296283.333,2000516.667,5378.505
6658,8.647,296416.667,2000516.667,5396.484
6657,7.95,296483.333,2000516.667,5393.578
6983,9.115,296616.667,2000516.667,5394.624
6982,9.337,296683.333,2000516.667,5394.101
7310,6.381,296816.667,2000516.667,5383.698
7309,5.492,296883.333,2000516.667,5380.038
7640,8.273,297016.667,2000516.667,5385.167
7639,4.807,297083.333,2000516.667,5374.693
7977,0.879,297283.333,2000516.667,5364.578
8319,10.513,297416.667,2000516.667,5393.057
8318,10.277,297483.333,2000516.667,5393.652
8654,9.313,297616.667,2000516.667,5393.008
8653,9.005,297683.333,2000516.667,5393.134
8991,8.67,297816.667,2000516.667,5394.168
8990,8.291,297883.333,2000516.667,5394.231
9334,6.891,298016.667,2000516.667,5392.908
9333,4.384,298083.333,2000516.667,5387.598
9681,4.551,298216.667,2000516.667,5391.927
9680,4.873,298283.333,2000516.667,5393.774
10030,3.72,298416.667,2000516.667,5391.247
10029,4.011,298483.333,2000516.667,5392.036
10378,4.724,298616.667,2000516.667,5393.714
10377,4.691,298683.333,2000516.667,5393.417
10727,3.779,298816.667,2000516.667,5390.513
10726,3.575,298883.333,2000516.667,5389.505
11075,3.616,299016.667,2000516.667,5387.64
11074,3.672,299083.333,2000516.667,5386.817
11417,4.086,299216.667,2000516.667,5385.389
11416,3.31,299283.333,2000516.667,5381.36
11760,2.71,299416.667,2000516.667,5375.949
11759,2.593,299483.333,2000516.667,5373.734
12762,0.403,300083.333,2000516.667,5370.288
13094,2.482,300216.667,2000516.667,5381.129
13093,2.15,300283.333,2000516.667,5382.369
13431,1.971,300416.667,2000516.667,5384.026
13430,1.653,300483.333,2000516.667,5383.932
13771,1.192,300616.667,2000516.667,5383.917
13770,0.974,300683.333,2000516.667,5383.963
14104,0.278,300816.667,2000516.667,5383.481
18347,1.247,304216.667,2000516.667,5393.247
18346,1.841,304283.333,2000516.667,5393.759
18518,1.162,304416.667,2000516.667,5387.487
18517,0.866,304483.333,2000516.667,5382.83
19812,0.302,306616.667,2000516.667,5337.11
500,0.354,292121.753,2000524.965,5362.885
502,0.176,292068.646,2000579.285,5360.918
955,3.961,292416.667,2000583.333,5371.653
956,3.678,292483.333,2000583.333,5371.261
1202,2.693,292616.667,2000583.333,5371.504
1203,2.065,292683.333,2000583.333,5371.811
6344,0.13,296216.667,2000583.333,5377.641
6661,0.975,296416.667,2000583.333,5377.08
6662,0.727,296483.333,2000583.333,5375.347
6986,1.772,296616.667,2000583.333,5375.969
6987,1.668,296683.333,2000583.333,5374.516
7313,0.388,296816.667,2000583.333,5368.558
7314,0.674,296883.333,2000583.333,5368.042
7643,0.545,297016.667,2000583.333,5365.24
7644,4.478,297083.333,2000583.333,5374.81
7982,0.609,297283.333,2000583.333,5364.683
8322,3.736,297416.667,2000583.333,5375.698
8323,3.407,297483.333,2000583.333,5376.127
8657,2.257,297616.667,2000583.333,5374.861
8658,2.04,297683.333,2000583.333,5375.182
8994,2.929,297816.667,2000583.333,5379.518
8995,3.274,297883.333,2000583.333,5381.583
13774,0.528,300616.667,2000583.333,5381.705
13775,0.901,300683.333,2000583.333,5383.358
14107,1.521,300816.667,2000583.333,5386.927
14108,2.149,300883.333,2000583.333,5389.856
14423,5.978,301016.667,2000583.333,5401.593
14424,6.276,301083.333,2000583.333,5402.723
14721,6.224,301216.667,2000583.333,5402.608
14722,6.205,301283.333,2000583.333,5402.484
15012,6.133,301416.667,2000583.333,5402.192
15013,6.109,301483.333,2000583.333,5402.148
15297,5.885,301616.667,2000583.333,5401.808
15298,5.723,301683.333,2000583.333,5401.597
15577,4.707,301816.667,2000583.333,5399.703
15578,4.12,301883.333,2000583.333,5398.811
15852,5.16,302016.667,2000583.333,5403.077
15853,5.526,302083.333,2000583.333,5404.231
16115,5.094,302216.667,2000583.333,5404.173
16116,4.814,302283.333,2000583.333,5403.598
16374,4.61,302416.667,2000583.333,5403.505
16375,4.528,302483.333,2000583.333,5403.477
16629,4.335,302616.667,2000583.333,5403.401
16630,4.202,302683.333,2000583.333,5403.364
16870,3.923,302816.667,2000583.333,5403.563
16871,3.728,302883.333,2000583.333,5403.802
17106,3.161,303016.667,2000583.333,5404.539
17107,2.838,303083.333,2000583.333,5404.909
17335,2.274,303216.667,2000583.333,5405.652
17336,2.034,303283.333,2000583.333,5405.751
17555,1.661,303416.667,2000583.333,5405.728
17556,1.6,303483.333,2000583.333,5405.441
17769,1.859,303616.667,2000583.333,5404.429
17770,1.915,303683.333,2000583.333,5403.865
17970,1.782,303816.667,2000583.333,5402.311
17971,1.846,303883.333,2000583.333,5401.653
18165,2.126,304016.667,2000583.333,5400.396
18166,2.341,304083.333,2000583.333,5399.344
18350,2.614,304216.667,2000583.333,5396.956
18351,2.684,304283.333,2000583.333,5395.876
18521,3.228,304416.667,2000583.333,5393.234
18522,3.425,304483.333,2000583.333,5390.882
18677,3.631,304616.667,2000583.333,5389.921
18678,3.623,304683.333,2000583.333,5389.384
18819,3.548,304816.667,2000583.333,5387.871
18820,3.093,304883.333,2000583.333,5386.313
18952,3.303,305016.667,2000583.333,5384.426
18953,3.52,305083.333,2000583.333,5383.237
19080,3.923,305216.667,2000583.333,5380.379
19081,3.911,305283.333,2000583.333,5378.065
19207,3.111,305416.667,2000583.333,5370.609
19208,2.159,305483.333,2000583.333,5366.267
19325,2.312,305616.667,2000583.333,5363.753
19326,3.296,305683.333,2000583.333,5364.842
19442,5.134,305816.667,2000583.333,5365.839
19443,5.715,305883.333,2000583.333,5365.509
19548,6.223,306016.667,2000583.333,5364.094
19549,6.561,306083.333,2000583.333,5364.006
19645,6.519,306216.667,2000583.333,5362.141
19646,6.693,306283.333,2000583.333,5361.21
19734,7.105,306416.667,2000583.333,5359.253
19735,6.514,306483.333,2000583.333,5355.808
19815,6.96,306616.667,2000583.333,5352.51
19816,7.209,306683.333,2000583.333,5351.104
19898,2.596,306816.667,2000583.333,5336.304
20047,0.508,307222.989,2000589.794,5329.317
6347,3.935,296183.333,2000616.667,5389.196
6350,4.666,296316.667,2000616.667,5389.339
6664,4.378,296383.333,2000616.667,5387.568
6667,4.351,296516.667,2000616.667,5385.325
6989,4.397,296583.333,2000616.667,5384.327
6992,4.347,296716.667,2000616.667,5381.795
7316,4.408,296783.333,2000616.667,5380.688
7319,4.315,296916.667,2000616.667,5377.823
7646,4.34,296983.333,2000616.667,5376.675
7649,0.321,297116.667,2000616.667,5363.645
7987,3.369,297316.667,2000616.667,5373.223
8325,3.645,297383.333,2000616.667,5375.317
8328,2.86,297516.667,2000616.667,5375.766
8660,2.443,297583.333,2000616.667,5375.453
8663,1.902,297716.667,2000616.667,5375.708
8997,1.955,297783.333,2000616.667,5376.78
9000,1.587,297916.667,2000616.667,5378.028
9340,0.694,297983.333,2000616.667,5376.82
14429,2.569,301116.667,2000616.667,5393.31
14724,2.767,301183.333,2000616.667,5393.768
14727,3.169,301316.667,2000616.667,5394.652
15015,3.356,301383.333,2000616.667,5395.094
15018,3.397,301516.667,2000616.667,5395.306
15300,3.27,301583.333,2000616.667,5395.141
15303,2.203,301716.667,2000616.667,5392.659
15580,1.183,301783.333,2000616.667,5390.196
15583,1.272,301916.667,2000616.667,5391.84
15855,3.008,301983.333,2000616.667,5397.576
15858,5.26,302116.667,2000616.667,5404.142
16118,5.018,302183.333,2000616.667,5404.224
16121,4.458,302316.667,2000616.667,5403.688
16377,4.347,302383.333,2000616.667,5403.61
16380,4.522,302516.667,2000616.667,5404.331
16632,4.831,302583.333,2000616.667,5405.318
16635,4.867,302716.667,2000616.667,5406.179
16873,4.684,302783.333,2000616.667,5406.232
16876,4.355,302916.667,2000616.667,5406.973
17109,4.213,302983.333,2000616.667,5407.772
17112,3.86,303116.667,2000616.667,5409.423
17338,3.709,303183.333,2000616.667,5410.06
17341,3.731,303316.667,2000616.667,5410.859
17558,3.753,303383.333,2000616.667,5411.404
17561,3.978,303516.667,2000616.667,5411.677
17772,4.844,303583.333,2000616.667,5413.249
17775,5.365,303716.667,2000616.667,5413.42
17973,4.418,303783.333,2000616.667,5410.286
17976,5.57,303916.667,2000616.667,5411.81
18168,5.899,303983.333,2000616.667,5411.707
18171,6.6,304116.667,2000616.667,5410.142
18353,6.763,304183.333,2000616.667,5408.847
18356,6.163,304316.667,2000616.667,5404.513
18524,5.986,304383.333,2000616.667,5401.987
18527,5.852,304516.667,2000616.667,5396.58
18680,7.149,304583.333,2000616.667,5399.476
18683,6.498,304716.667,2000616.667,5396.991
18822,4.894,304783.333,2000616.667,5392.247
18825,2.827,304916.667,2000616.667,5386.444
18955,3.594,304983.333,2000616.667,5387.072
18958,4.479,305116.667,2000616.667,5384.643
19083,4.085,305183.333,2000616.667,5381.374
19086,2.052,305316.667,2000616.667,5371.093
19210,0.409,305383.333,2000616.667,5363.74
19331,0.312,305716.667,2000616.667,5354.727
19445,2.464,305783.333,2000616.667,5358.436
19448,4.687,305916.667,2000616.667,5360.867
19551,5.077,305983.333,2000616.667,5360.657
19554,5.434,306116.667,2000616.667,5359.465
19648,5.334,306183.333,2000616.667,5358.05
19651,5.209,306316.667,2000616.667,5354.512
19737,5.049,306383.333,2000616.667,5352.789
19740,4.772,306516.667,2000616.667,5348.66
19818,4.823,306583.333,2000616.667,5346.539
19821,4.715,306716.667,2000616.667,5342.529
19901,3.586,306783.333,2000616.667,5338.757
729,3.898,292316.667,2000683.333,5369.56
957,3.62,292383.333,2000683.333,5370.189
962,3.644,292516.667,2000683.333,5370.77
1204,3.88,292583.333,2000683.333,5372.074
1209,3.194,292716.667,2000683.333,5373.641
6351,2.262,296316.667,2000683.333,5384.461
6663,5.308,296383.333,2000683.333,5391.664
6668,4.655,296516.667,2000683.333,5387.584
6988,4.234,296583.333,2000683.333,5385.26
6993,4.939,296716.667,2000683.333,5384.661
7315,5.38,296783.333,2000683.333,5384.526
7320,7.665,296916.667,2000683.333,5388.002
7645,8.609,296983.333,2000683.333,5389.316
7650,0.105,297116.667,2000683.333,5363.984
7988,5.056,297316.667,2000683.333,5378.732
8324,11.11,297383.333,2000683.333,5396.624
8329,10.595,297516.667,2000683.333,5398.08
8659,10.433,297583.333,2000683.333,5398.116
8664,9.507,297716.667,2000683.333,5397.058
8996,9.689,297783.333,2000683.333,5398.433
9001,9.708,297916.667,2000683.333,5400.691
9339,9.196,297983.333,2000683.333,5400.504
9344,7.207,298116.667,2000683.333,5398.032
9686,5.174,298183.333,2000683.333,5394.143
9691,2.065,298316.667,2000683.333,5386.71
10035,0.606,298383.333,2000683.333,5383.083
10388,3.798,298716.667,2000683.333,5391.59
10732,4.709,298783.333,2000683.333,5393.92
10737,4.7,298916.667,2000683.333,5393.493
11080,4.738,298983.333,2000683.333,5393.308
11085,5.11,299116.667,2000683.333,5392.608
11422,4.495,299183.333,2000683.333,5389.383
11427,4.658,299316.667,2000683.333,5386.245
11765,4.671,299383.333,2000683.333,5384.334
11770,4.357,299516.667,2000683.333,5379.49
12104,0.942,299583.333,2000683.333,5368.342
12773,4.065,300116.667,2000683.333,5383.046
13099,4.107,300183.333,2000683.333,5385.323
13104,3.375,300316.667,2000683.333,5386.872
13436,3.382,300383.333,2000683.333,5387.433
13441,3.106,300516.667,2000683.333,5387.638
13776,2.983,300583.333,2000683.333,5387.704
13781,2.589,300716.667,2000683.333,5387.657
14109,2.261,300783.333,2000683.333,5388.107
14114,1.675,300916.667,2000683.333,5390.466
14425,1.375,300983.333,2000683.333,5390.649
14430,0.978,301116.667,2000683.333,5390.172
14723,0.855,301183.333,2000683.333,5389.631
14728,0.737,301316.667,2000683.333,5388.914
15014,0.651,301383.333,2000683.333,5388.575
15019,0.418,301516.667,2000683.333,5388.169
19449,0.957,305916.667,2000683.333,5348.276
19550,1.204,305983.333,2000683.333,5347.432
19555,1.673,306116.667,2000683.333,5345.607
19647,1.594,306183.333,2000683.333,5344.122
19652,1.449,306316.667,2000683.333,5341.574
