PID,totalvolume,x,y,z
19703,5.108,306483.333,1999783.333,5335.35
19783,5.415,306616.667,1999783.333,5334.711
19784,5.606,306683.333,1999783.333,5334.49
19866,6.058,306816.667,1999783.333,5334.227
19867,6.158,306883.333,1999783.333,5333.358
19943,6.333,307016.667,1999783.333,5331.431
19944,6.478,307083.333,1999783.333,5330.806
20010,6.81,307216.667,1999783.333,5329.905
20011,7.01,307283.333,1999783.333,5329.748
20064,7.352,307416.667,1999783.333,5330.25
20065,7.329,307483.333,1999783.333,5330.708
12741,1.737,300087.494,1999785.069,5357.593
12740,2.246,300024.988,1999786.805,5356.954
12404,3.885,299818.827,1999789.118,5354.835
692,0.858,292322.017,1999800.595,5386.239
926,1.039,292383.333,1999816.667,5385.811
929,0.84,292516.667,1999816.667,5387.246
1173,0.636,292583.333,1999816.667,5388.004
1176,16.309,292716.667,1999816.667,5384.902
1430,17.282,292783.333,1999816.667,5382.849
1433,13.229,292916.667,1999816.667,5378.332
1687,12.69,292983.333,1999816.667,5375.432
1690,1.252,293116.667,1999816.667,5370.992
7952,1.427,297183.333,1999816.667,5355.714
11052,14.371,299116.667,1999816.667,5351.84
11391,21.971,299183.333,1999816.667,5352.089
11394,8.914,299316.667,1999816.667,5353.022
11734,9.19,299383.333,1999816.667,5353.362
11737,9.688,299516.667,1999816.667,5353.881
12073,9.921,299583.333,1999816.667,5354.12
12076,10.308,299716.667,1999816.667,5354.337
13068,11.59,300183.333,1999816.667,5356.653
13071,11.873,300316.667,1999816.667,5356.976
13405,12.074,300383.333,1999816.667,5357.415
13408,12.451,300516.667,1999816.667,5358.142
13745,12.637,300583.333,1999816.667,5358.499
13748,13.022,300716.667,1999816.667,5359.181
14078,13.214,300783.333,1999816.667,5359.513
14081,13.599,300916.667,1999816.667,5360.194
14394,13.771,300983.333,1999816.667,5360.536
14397,14.075,301116.667,1999816.667,5361.198
14692,14.205,301183.333,1999816.667,5361.46
14695,14.37,301316.667,1999816.667,5361.403
14983,14.448,301383.333,1999816.667,5361.304
14986,14.54,301516.667,1999816.667,5360.728
15268,14.593,301583.333,1999816.667,5360.524
15271,14.641,301716.667,1999816.667,5359.728
15548,14.681,301783.333,1999816.667,5359.4
15551,14.773,301916.667,1999816.667,5358.753
15823,14.828,301983.333,1999816.667,5358.432
15826,14.959,302116.667,1999816.667,5357.78
16086,15.021,302183.333,1999816.667,5357.454
16089,15.137,302316.667,1999816.667,5356.783
16345,15.168,302383.333,1999816.667,5356.444
16348,15.163,302516.667,1999816.667,5355.756
16600,15.147,302583.333,1999816.667,5355.412
16603,15.151,302716.667,1999816.667,5354.865
16841,15.121,302783.333,1999816.667,5354.454
16844,15.007,302916.667,1999816.667,5353.706
17077,14.928,302983.333,1999816.667,5353.367
17080,14.744,303116.667,1999816.667,5352.684
17306,14.634,303183.333,1999816.667,5352.338
17309,14.461,303316.667,1999816.667,5351.645
17526,14.395,303383.333,1999816.667,5351.304
17529,14.309,303516.667,1999816.667,5350.619
17740,14.304,303583.333,1999816.667,5350.281
17743,14.392,303716.667,1999816.667,5349.609
17941,14.473,303783.333,1999816.667,5349.272
17944,14.682,303916.667,1999816.667,5348.712
18136,14.772,303983.333,1999816.667,5348.283
18139,15.01,304116.667,1999816.667,5347.61
18321,15.149,304183.333,1999816.667,5347.279
18324,15.48,304316.667,1999816.667,5346.619
18492,15.644,304383.333,1999816.667,5346.294
18495,15.938,304516.667,1999816.667,5345.64
18648,16.087,304583.333,1999816.667,5345.317
18651,16.317,304716.667,1999816.667,5344.667
18790,16.421,304783.333,1999816.667,5344.338
18793,16.608,304916.667,1999816.667,5343.68
18923,16.735,304983.333,1999816.667,5343.411
18926,16.951,305116.667,1999816.667,5342.707
19051,17.061,305183.333,1999816.667,5342.356
19054,17.267,305316.667,1999816.667,5341.703
19178,17.373,305383.333,1999816.667,5341.376
19181,17.588,305516.667,1999816.667,5340.715
19296,17.7,305583.333,1999816.667,5340.386
19299,17.916,305716.667,1999816.667,5339.708
19413,18.006,305783.333,1999816.667,5339.357
19416,18.184,305916.667,1999816.667,5338.567
19519,18.275,305983.333,1999816.667,5338.165
19522,18.45,306116.667,1999816.667,5337.394
19616,18.539,306183.333,1999816.667,5337.13
19619,18.67,306316.667,1999816.667,5336.346
19705,18.736,306383.333,1999816.667,5335.989
19708,18.927,306516.667,1999816.667,5335.273
19786,19.075,306583.333,1999816.667,5334.972
19789,19.457,306716.667,1999816.667,5334.521
19869,19.687,306783.333,1999816.667,5334.347
19872,19.965,306916.667,1999816.667,5332.99
19946,20.076,306983.333,1999816.667,5332.201
19949,20.367,307116.667,1999816.667,5331.067
20013,20.516,307183.333,1999816.667,5330.571
20016,20.846,307316.667,1999816.667,5329.953
20067,21.031,307383.333,1999816.667,5330.017
20070,14.701,307516.667,1999816.667,5330.256
12738,10.975,300118.747,1999817.535,5356.305
12735,11.918,299991.655,1999820.138,5355.595
12733,2.968,299954.161,1999820.492,5355.453
12403,15.615,299929.218,1999822.613,5355.345
12408,12.621,299875.103,1999824.38,5355.117
20097,0.48,307616.99,1999829.413,5328.463
12405,24.663,299772.942,1999851.928,5354.72
20096,0.839,307567.719,1999863.57,5329.046
693,0.324,292322.017,1999867.262,5382.42
694,0.599,292281.447,1999882.021,5381.452
1172,0.528,292583.333,1999883.333,5387.63
1177,17.974,292716.667,1999883.333,5385.911
1429,15.514,292783.333,1999883.333,5384.026
1434,4.407,292916.667,1999883.333,5379.482
1686,3.867,292983.333,1999883.333,5376.446
7951,0.499,297183.333,1999883.333,5356.061
10700,0.362,298783.333,1999883.333,5364.65
10705,0.872,298916.667,1999883.333,5363.084
11053,14.434,299116.667,1999883.333,5351.774
11390,22.455,299183.333,1999883.333,5351.977
11395,21.569,299316.667,1999883.333,5353.252
11733,21.841,299383.333,1999883.333,5353.561
11738,22.358,299516.667,1999883.333,5354.086
12072,22.611,299583.333,1999883.333,5354.342
12077,23.08,299716.667,1999883.333,5354.64
13067,24.714,300183.333,1999883.333,5356.347
13072,25.242,300316.667,1999883.333,5357.224
13404,25.509,300383.333,1999883.333,5357.7
13409,25.991,300516.667,1999883.333,5358.468
13744,26.218,300583.333,1999883.333,5358.828
13749,26.663,300716.667,1999883.333,5359.497
14077,26.882,300783.333,1999883.333,5359.822
14082,27.292,300916.667,1999883.333,5360.478
14393,27.483,300983.333,1999883.333,5360.808
14398,27.819,301116.667,1999883.333,5361.429
14691,27.958,301183.333,1999883.333,5361.656
14696,28.144,301316.667,1999883.333,5361.615
14982,28.228,301383.333,1999883.333,5361.508
14987,28.342,301516.667,1999883.333,5360.937
15267,28.419,301583.333,1999883.333,5360.747
15272,28.495,301716.667,1999883.333,5359.924
15547,28.551,301783.333,1999883.333,5359.595
15552,28.665,301916.667,1999883.333,5358.93
15822,28.728,301983.333,1999883.333,5358.608
15827,28.857,302116.667,1999883.333,5357.939
16085,28.918,302183.333,1999883.333,5357.611
16090,29.031,302316.667,1999883.333,5356.925
16344,29.058,302383.333,1999883.333,5356.588
16349,29.042,302516.667,1999883.333,5355.896
16599,29.02,302583.333,1999883.333,5355.558
16604,29.021,302716.667,1999883.333,5355.029
16840,28.981,302783.333,1999883.333,5354.612
16845,28.846,302916.667,1999883.333,5353.861
17076,28.754,302983.333,1999883.333,5353.532
17081,28.538,303116.667,1999883.333,5352.856
17305,28.423,303183.333,1999883.333,5352.525
17310,28.204,303316.667,1999883.333,5351.844
17525,28.111,303383.333,1999883.333,5351.514
17530,27.968,303516.667,1999883.333,5350.834
17739,27.932,303583.333,1999883.333,5350.501
17744,27.956,303716.667,1999883.333,5349.823
17940,28.002,303783.333,1999883.333,5349.492
17945,28.136,303916.667,1999883.333,5348.932
18135,28.183,303983.333,1999883.333,5348.477
18140,28.363,304116.667,1999883.333,5347.783
18320,28.471,304183.333,1999883.333,5347.445
18325,28.718,304316.667,1999883.333,5346.757
18491,28.851,304383.333,1999883.333,5346.421
18496,29.104,304516.667,1999883.333,5345.738
18647,29.216,304583.333,1999883.333,5345.406
18652,29.411,304716.667,1999883.333,5344.726
18789,29.485,304783.333,1999883.333,5344.392
18794,29.619,304916.667,1999883.333,5343.708
18922,29.699,304983.333,1999883.333,5343.439
18927,29.839,305116.667,1999883.333,5342.696
19050,29.907,305183.333,1999883.333,5342.345
19055,30.034,305316.667,1999883.333,5341.665
19177,30.097,305383.333,1999883.333,5341.33
19182,30.23,305516.667,1999883.333,5340.639
19295,30.302,305583.333,1999883.333,5340.302
19300,30.449,305716.667,1999883.333,5339.594
19412,30.538,305783.333,1999883.333,5339.246
19417,30.733,305916.667,1999883.333,5338.541
19518,30.839,305983.333,1999883.333,5338.22
19523,31.057,306116.667,1999883.333,5337.612
19615,31.198,306183.333,1999883.333,5337.48
19620,31.392,306316.667,1999883.333,5336.745
19704,31.509,306383.333,1999883.333,5336.424
19709,31.792,306516.667,1999883.333,5335.758
19785,31.98,306583.333,1999883.333,5335.466
19790,32.437,306716.667,1999883.333,5334.93
19868,32.688,306783.333,1999883.333,5334.678
19873,33.111,306916.667,1999883.333,5333.699
19945,33.305,306983.333,1999883.333,5333.184
19950,33.666,307116.667,1999883.333,5332.232
20012,33.821,307183.333,1999883.333,5331.721
20017,34.001,307316.667,1999883.333,5330.25
20066,33.346,307383.333,1999883.333,5330.378
20071,3.148,307516.667,1999883.333,5329.692
12739,23.053,300118.747,1999884.201,5355.979
12734,23.615,299987.494,1999885.069,5355.442
12409,22.859,299895.885,1999887.19,5355.28
1175,11.796,292616.667,1999916.667,5387.996
1174,18.548,292683.333,1999916.667,5387.264
1432,9.499,292816.667,1999916.667,5383.669
1431,2.737,292883.333,1999916.667,5381.459
1689,1.34,293016.667,1999916.667,5375.54
1688,0.461,293083.333,1999916.667,5370.679
2216,1.772,293416.667,1999916.667,5379.656
2215,1.61,293483.333,1999916.667,5379.801
7954,0.515,297216.667,1999916.667,5356.475
11051,2.166,299016.667,1999916.667,5352.059
11050,9.966,299083.333,1999916.667,5351.708
11393,24.141,299216.667,1999916.667,5351.995
11392,24.441,299283.333,1999916.667,5352.968
11736,24.83,299416.667,1999916.667,5353.767
11735,25.007,299483.333,1999916.667,5354.04
12075,25.372,299616.667,1999916.667,5354.575
12074,25.547,299683.333,1999916.667,5354.769
13070,27.211,300216.667,1999916.667,5357.007
13069,27.457,300283.333,1999916.667,5357.439
13407,27.94,300416.667,1999916.667,5358.286
13406,28.161,300483.333,1999916.667,5358.646
13747,28.578,300616.667,1999916.667,5359.342
13746,28.772,300683.333,1999916.667,5359.676
14080,29.135,300816.667,1999916.667,5360.339
14079,29.304,300883.333,1999916.667,5360.668
14396,29.616,301016.667,1999916.667,5361.331
14395,29.757,301083.333,1999916.667,5361.646
14694,30.002,301216.667,1999916.667,5362.064
14693,30.087,301283.333,1999916.667,5362.022
14985,30.252,301416.667,1999916.667,5361.778
14984,30.31,301483.333,1999916.667,5361.473
15270,30.44,301616.667,1999916.667,5360.852
15269,30.498,301683.333,1999916.667,5360.474
15550,30.638,301816.667,1999916.667,5359.81
15549,30.708,301883.333,1999916.667,5359.471
15825,30.851,302016.667,1999916.667,5358.814
15824,30.919,302083.333,1999916.667,5358.476
16088,31.053,302216.667,1999916.667,5357.811
16087,31.113,302283.333,1999916.667,5357.466
16347,31.192,302416.667,1999916.667,5356.794
16346,31.195,302483.333,1999916.667,5356.447
16602,31.174,302616.667,1999916.667,5355.773
16601,31.167,302683.333,1999916.667,5355.447
16843,31.119,302816.667,1999916.667,5354.768
16842,31.065,302883.333,1999916.667,5354.423
17079,30.909,303016.667,1999916.667,5353.754
17078,30.818,303083.333,1999916.667,5353.413
17308,30.635,303216.667,1999916.667,5352.749
17307,30.545,303283.333,1999916.667,5352.404
17528,30.391,303416.667,1999916.667,5351.738
17527,30.331,303483.333,1999916.667,5351.396
17742,30.28,303616.667,1999916.667,5350.729
17741,30.293,303683.333,1999916.667,5350.386
17943,30.386,303816.667,1999916.667,5349.723
17942,30.46,303883.333,1999916.667,5349.446
18138,30.599,304016.667,1999916.667,5348.703
18137,30.688,304083.333,1999916.667,5348.356
18323,30.904,304216.667,1999916.667,5347.682
18322,31.027,304283.333,1999916.667,5347.336
18494,31.302,304416.667,1999916.667,5346.662
18493,31.444,304483.333,1999916.667,5346.317
18650,31.73,304616.667,1999916.667,5345.65
18649,31.862,304683.333,1999916.667,5345.308
18792,32.105,304816.667,1999916.667,5344.638
18791,32.213,304883.333,1999916.667,5344.293
18925,32.443,305016.667,1999916.667,5343.716
18924,32.537,305083.333,1999916.667,5343.323
19053,32.743,305216.667,1999916.667,5342.602
19052,32.853,305283.333,1999916.667,5342.259
19180,33.076,305416.667,1999916.667,5341.588
19179,33.185,305483.333,1999916.667,5341.243
19298,33.402,305616.667,1999916.667,5340.57
19297,33.504,305683.333,1999916.667,5340.221
19415,33.706,305816.667,1999916.667,5339.541
19414,33.804,305883.333,1999916.667,5339.192
19521,34.012,306016.667,1999916.667,5338.541
19520,34.116,306083.333,1999916.667,5338.221
19618,34.347,306216.667,1999916.667,5337.657
19617,34.455,306283.333,1999916.667,5337.3
19707,34.714,306416.667,1999916.667,5336.651
19706,34.855,306483.333,1999916.667,5336.311
19788,35.191,306616.667,1999916.667,5335.684
19787,35.378,306683.333,1999916.667,5335.378
19871,35.785,306816.667,1999916.667,5334.777
19870,35.972,306883.333,1999916.667,5334.345
19948,36.346,307016.667,1999916.667,5333.455
19947,36.531,307083.333,1999916.667,5333.029
20015,36.85,307216.667,1999916.667,5332.065
20014,36.867,307283.333,1999916.667,5330.925
20069,26.995,307416.667,1999916.667,5330.738
20068,8.055,307483.333,1999916.667,5329.885
12737,25.842,300018.747,1999917.535,5355.972
12736,26.053,300085.414,1999917.535,5356.27
12407,24.419,299806.276,1999918.595,5355.312
12406,24.599,299872.942,1999918.595,5355.527
20094,0.144,307580.993,1999930.237,5327.571
691,0.221,292263.073,1999931.426,5378.815
701,0.143,292275.887,1999973.031,5376.816
20100,0.192,307570.296,1999977.81,5327.236
1178,18.312,292616.667,1999983.333,5386.687
1179,17.312,292683.333,1999983.333,5388.211
1435,3.803,292816.667,1999983.333,5385.208
2490,1.583,293616.667,1999983.333,5380.033
2491,3.511,293683.333,1999983.333,5379.955
2766,3.144,293816.667,1999983.333,5379.752
2767,2.621,293883.333,1999983.333,5379.659
3041,4.246,294016.667,1999983.333,5379.468
3042,5.191,294083.333,1999983.333,5379.367
3317,0.807,294216.667,1999983.333,5379.158
11054,2.244,299016.667,1999983.333,5352.071
11055,9.98,299083.333,1999983.333,5351.375
11396,24.02,299216.667,1999983.333,5350.978
11397,24.372,299283.333,1999983.333,5352.215
11739,24.915,299416.667,1999983.333,5353.788
11740,25.112,299483.333,1999983.333,5354.145
12078,25.518,299616.667,1999983.333,5354.85
12079,25.726,299683.333,1999983.333,5355.203
12410,26.142,299816.667,1999983.333,5355.851
12411,26.354,299883.333,1999983.333,5356.171
12742,26.779,300016.667,1999983.333,5356.763
12743,26.987,300083.333,1999983.333,5357.016
13073,27.452,300216.667,1999983.333,5357.752
13074,27.687,300283.333,1999983.333,5358.127
13410,28.14,300416.667,1999983.333,5358.806
13411,28.358,300483.333,1999983.333,5359.136
13750,28.777,300616.667,1999983.333,5359.814
13751,28.972,300683.333,1999983.333,5360.145
14083,29.341,300816.667,1999983.333,5360.822
14084,29.511,300883.333,1999983.333,5361.152
14399,29.827,301016.667,1999983.333,5361.826
14400,29.974,301083.333,1999983.333,5362.149
14697,30.242,301216.667,1999983.333,5362.615
14698,30.327,301283.333,1999983.333,5362.539
14988,30.508,301416.667,1999983.333,5362.316
14989,30.566,301483.333,1999983.333,5361.991
15273,30.695,301616.667,1999983.333,5361.332
15274,30.761,301683.333,1999983.333,5360.993
15553,30.902,301816.667,1999983.333,5360.328
15554,30.972,301883.333,1999983.333,5359.986
15828,31.111,302016.667,1999983.333,5359.322
15829,31.176,302083.333,1999983.333,5358.981
16091,31.302,302216.667,1999983.333,5358.316
16092,31.36,302283.333,1999983.333,5357.975
16350,31.447,302416.667,1999983.333,5357.309
16351,31.459,302483.333,1999983.333,5356.967
16605,31.451,302616.667,1999983.333,5356.303
16606,31.443,302683.333,1999983.333,5355.964
16846,31.394,302816.667,1999983.333,5355.301
16847,31.334,302883.333,1999983.333,5354.96
17082,31.151,303016.667,1999983.333,5354.292
17083,31.043,303083.333,1999983.333,5353.95
17311,30.826,303216.667,1999983.333,5353.283
17312,30.73,303283.333,1999983.333,5352.941
17531,30.582,303416.667,1999983.333,5352.276
17532,30.531,303483.333,1999983.333,5351.936
17745,30.497,303616.667,1999983.333,5351.273
17746,30.514,303683.333,1999983.333,5350.932
17946,30.606,303816.667,1999983.333,5350.274
17947,30.665,303883.333,1999983.333,5349.926
18141,30.814,304016.667,1999983.333,5349.267
18142,30.904,304083.333,1999983.333,5348.929
18326,31.119,304216.667,1999983.333,5348.269
18327,31.243,304283.333,1999983.333,5347.93
18497,31.52,304416.667,1999983.333,5347.271
18498,31.667,304483.333,1999983.333,5346.933
18653,31.971,304616.667,1999983.333,5346.269
18654,32.117,304683.333,1999983.333,5345.929
18795,32.398,304816.667,1999983.333,5345.261
18796,32.522,304883.333,1999983.333,5344.917
18928,32.751,305016.667,1999983.333,5344.24
18929,32.856,305083.333,1999983.333,5343.899
19056,33.062,305216.667,1999983.333,5343.246
19057,33.164,305283.333,1999983.333,5342.907
19183,33.369,305416.667,1999983.333,5342.235
19184,33.472,305483.333,1999983.333,5341.89
19301,33.679,305616.667,1999983.333,5341.208
19302,33.781,305683.333,1999983.333,5340.853
19418,33.983,305816.667,1999983.333,5340.159
19419,34.084,305883.333,1999983.333,5339.809
19524,34.302,306016.667,1999983.333,5339.133
19525,34.414,306083.333,1999983.333,5338.786
19621,34.67,306216.667,1999983.333,5338.102
19622,34.808,306283.333,1999983.333,5337.757
19710,35.133,306416.667,1999983.333,5337.085
19711,35.308,306483.333,1999983.333,5336.743
19791,35.709,306616.667,1999983.333,5336.101
19792,35.919,306683.333,1999983.333,5335.775
19874,36.36,306816.667,1999983.333,5335.101
19875,36.577,306883.333,1999983.333,5334.747
19951,36.966,307016.667,1999983.333,5333.83
19952,37.136,307083.333,1999983.333,5333.298
20018,37.355,307216.667,1999983.333,5331.802
20019,37.392,307283.333,1999983.333,5330.778
20080,21.228,307414.916,1999983.333,5330.468
20081,0.932,307481.583,1999983.333,5329.388
937,3.963,292516.667,2000016.667,5382.494
1181,16.914,292583.333,2000016.667,5384.751
1184,12.77,292716.667,2000016.667,5388.117
1438,4.906,292783.333,2000016.667,5386.786
2225,3.193,293516.667,2000016.667,5379.95
2493,3.824,293583.333,2000016.667,5379.973
2496,4.961,293716.667,2000016.667,5379.884
2769,4.652,293783.333,2000016.667,5379.802
2772,4.608,293916.667,2000016.667,5379.663
3044,5.175,293983.333,2000016.667,5379.599
3047,5.81,294116.667,2000016.667,5379.493
3320,5.478,294183.333,2000016.667,5379.444
3323,2.349,294316.667,2000016.667,5379.43
3603,1.453,294383.333,2000016.667,5379.436
11060,14.398,299116.667,2000016.667,5350.764
11399,23.11,299183.333,2000016.667,5350.023
11402,24.509,299316.667,2000016.667,5352.421
11742,24.797,299383.333,2000016.667,5353.288
11745,25.246,299516.667,2000016.667,5354.267
12081,25.465,299583.333,2000016.667,5354.698
12084,25.914,299716.667,2000016.667,5355.557
12413,26.126,299783.333,2000016.667,5355.893
12416,26.56,299916.667,2000016.667,5356.573
12745,26.77,299983.333,2000016.667,5356.857
12748,27.148,300116.667,2000016.667,5357.162
13076,27.352,300183.333,2000016.667,5357.382
13079,27.801,300316.667,2000016.667,5358.023
13413,28.026,300383.333,2000016.667,5358.351
13416,28.466,300516.667,2000016.667,5359.021
13753,28.677,300583.333,2000016.667,5359.361
13756,29.072,300716.667,2000016.667,5360.031
14086,29.256,300783.333,2000016.667,5360.369
14089,29.598,300916.667,2000016.667,5361.034
14402,29.755,300983.333,2000016.667,5361.361
14405,30.049,301116.667,2000016.667,5361.976
14700,30.185,301183.333,2000016.667,5362.211
14703,30.384,301316.667,2000016.667,5362.164
14991,30.479,301383.333,2000016.667,5362.064
14994,30.621,301516.667,2000016.667,5361.525
15276,30.689,301583.333,2000016.667,5361.205
15279,30.828,301716.667,2000016.667,5360.547
15556,30.9,301783.333,2000016.667,5360.221
15559,31.04,301916.667,2000016.667,5359.549
15831,31.111,301983.333,2000016.667,5359.224
15834,31.242,302116.667,2000016.667,5358.561
16094,31.304,302183.333,2000016.667,5358.236
16097,31.417,302316.667,2000016.667,5357.564
16353,31.464,302383.333,2000016.667,5357.235
16356,31.5,302516.667,2000016.667,5356.559
16608,31.498,302583.333,2000016.667,5356.232
16611,31.484,302716.667,2000016.667,5355.565
16849,31.462,302783.333,2000016.667,5355.249
16852,31.338,302916.667,2000016.667,5354.585
17085,31.24,302983.333,2000016.667,5354.25
17088,31.005,303116.667,2000016.667,5353.573
17314,30.89,303183.333,2000016.667,5353.244
17317,30.692,303316.667,2000016.667,5352.575
17534,30.62,303383.333,2000016.667,5352.25
17537,30.532,303516.667,2000016.667,5351.586
17748,30.52,303583.333,2000016.667,5351.262
17751,30.56,303716.667,2000016.667,5350.599
17949,30.609,303783.333,2000016.667,5350.279
17952,30.728,303916.667,2000016.667,5349.612
18144,30.804,303983.333,2000016.667,5349.297
18147,30.985,304116.667,2000016.667,5348.645
18329,31.095,304183.333,2000016.667,5348.328
18332,31.345,304316.667,2000016.667,5347.682
18500,31.487,304383.333,2000016.667,5347.364
18503,31.789,304516.667,2000016.667,5346.715
18656,31.946,304583.333,2000016.667,5346.393
18659,32.258,304716.667,2000016.667,5345.729
18798,32.406,304783.333,2000016.667,5345.396
18801,32.673,304916.667,2000016.667,5344.702
18931,32.792,304983.333,2000016.667,5344.365
18934,33.004,305116.667,2000016.667,5343.682
19059,33.108,305183.333,2000016.667,5343.375
19062,33.304,305316.667,2000016.667,5342.723
19186,33.402,305383.333,2000016.667,5342.384
19189,33.598,305516.667,2000016.667,5341.679
19304,33.697,305583.333,2000016.667,5341.321
19307,33.887,305716.667,2000016.667,5340.552
19421,33.982,305783.333,2000016.667,5340.168
19424,34.184,305916.667,2000016.667,5339.439
19527,34.294,305983.333,2000016.667,5339.096
19530,34.537,306116.667,2000016.667,5338.402
19624,34.67,306183.333,2000016.667,5338.045
19627,34.985,306316.667,2000016.667,5337.361
19713,35.161,306383.333,2000016.667,5337.024
19716,35.559,306516.667,2000016.667,5336.363
19794,35.781,306583.333,2000016.667,5336.084
19797,36.253,306716.667,2000016.667,5335.521
19877,36.482,306783.333,2000016.667,5335.182
19880,36.92,306916.667,2000016.667,5334.387
19954,37.109,306983.333,2000016.667,5333.871
19957,37.39,307116.667,2000016.667,5332.477
20021,37.463,307183.333,2000016.667,5331.529
20024,35.4,307316.667,2000016.667,5330.343
20075,23.033,307381.583,2000016.667,5330.168
20078,0.782,307513.166,2000016.667,5328.325
702,0.52,292220.374,2000019.092,5374.56
20099,0.178,307557.021,2000031.549,5326.811
700,0.615,292322.243,2000073.031,5374.254
933,0.774,292383.333,2000083.333,5376.016
938,16.015,292516.667,2000083.333,5380.573
1180,16.84,292583.333,2000083.333,5382.85
1185,6.789,292716.667,2000083.333,5387.66
1437,1.576,292783.333,2000083.333,5388.097
1442,1.041,292916.667,2000083.333,5385.4
1694,0.796,292983.333,2000083.333,5383.856
1699,0.552,293116.667,2000083.333,5382.155
1958,0.823,293183.333,2000083.333,5383.65
1963,1.284,293316.667,2000083.333,5382.648
2221,0.76,293383.333,2000083.333,5381.954
2226,0.871,293516.667,2000083.333,5380.811
2492,2.141,293583.333,2000083.333,5380.304
2497,1.431,293716.667,2000083.333,5379.898
2768,0.145,293783.333,2000083.333,5379.875
10011,0.362,298383.333,2000083.333,5372.053
10016,1.628,298516.667,2000083.333,5372.602
10359,0.467,298583.333,2000083.333,5372.35
10713,1.318,298916.667,2000083.333,5366.98
11056,0.149,298983.333,2000083.333,5356.845
11061,12.381,299116.667,2000083.333,5350.477
11398,17.565,299183.333,2000083.333,5349.793
11403,17.415,299316.667,2000083.333,5352.135
11741,17.439,299383.333,2000083.333,5352.989
11746,17.89,299516.667,2000083.333,5354.124
12080,18.144,299583.333,2000083.333,5354.703
12085,19.809,299716.667,2000083.333,5355.966
12412,24.616,299783.333,2000083.333,5356.283
12417,22.498,299916.667,2000083.333,5357.017
12744,20.146,299983.333,2000083.333,5357.237
12749,19.687,300116.667,2000083.333,5356.81
13075,19.833,300183.333,2000083.333,5356.819
13080,20.196,300316.667,2000083.333,5357.328
13412,20.393,300383.333,2000083.333,5357.673
13417,20.752,300516.667,2000083.333,5358.338
13752,20.931,300583.333,2000083.333,5358.685
13757,21.255,300716.667,2000083.333,5359.359
14085,21.413,300783.333,2000083.333,5359.697
14090,21.693,300916.667,2000083.333,5360.36
14401,21.824,300983.333,2000083.333,5360.678
14406,22.053,301116.667,2000083.333,5361.237
14699,22.158,301183.333,2000083.333,5361.431
14704,22.3,301316.667,2000083.333,5361.415
14990,22.367,301383.333,2000083.333,5361.307
14995,22.463,301516.667,2000083.333,5360.819
15275,22.532,301583.333,2000083.333,5360.616
15280,22.63,301716.667,2000083.333,5359.905
15555,22.696,301783.333,2000083.333,5359.583
15560,22.838,301916.667,2000083.333,5358.923
15830,22.913,301983.333,2000083.333,5358.609
15835,23.052,302116.667,2000083.333,5357.974
16093,23.114,302183.333,2000083.333,5357.659
16098,23.215,302316.667,2000083.333,5357
16352,23.257,302383.333,2000083.333,5356.673
16357,23.317,302516.667,2000083.333,5356.001
16607,23.339,302583.333,2000083.333,5355.678
16612,23.406,302716.667,2000083.333,5355.068
16848,23.423,302783.333,2000083.333,5354.752
16853,23.428,302916.667,2000083.333,5354.095
17084,23.396,302983.333,2000083.333,5353.758
17089,23.339,303116.667,2000083.333,5353.091
17313,23.297,303183.333,2000083.333,5352.768
17318,23.264,303316.667,2000083.333,5352.116
17533,23.253,303383.333,2000083.333,5351.799
17538,23.279,303516.667,2000083.333,5351.163
17747,23.302,303583.333,2000083.333,5350.85
17752,23.391,303716.667,2000083.333,5350.215
17948,23.449,303783.333,2000083.333,5349.906
17953,23.588,303916.667,2000083.333,5349.278
18143,23.669,303983.333,2000083.333,5348.975
18148,23.857,304116.667,2000083.333,5348.366
18328,23.966,304183.333,2000083.333,5348.071
18333,24.198,304316.667,2000083.333,5347.474
18499,24.324,304383.333,2000083.333,5347.18
18504,24.576,304516.667,2000083.333,5346.577
18655,24.711,304583.333,2000083.333,5346.273
18660,24.963,304716.667,2000083.333,5345.631
18797,25.09,304783.333,2000083.333,5345.3
18802,25.311,304916.667,2000083.333,5344.574
18930,25.418,304983.333,2000083.333,5344.214
18935,25.617,305116.667,2000083.333,5343.532
19058,25.726,305183.333,2000083.333,5343.277
19063,25.923,305316.667,2000083.333,5342.671
19185,26.014,305383.333,2000083.333,5342.32
19190,26.18,305516.667,2000083.333,5341.576
19303,26.26,305583.333,2000083.333,5341.182
19308,26.39,305716.667,2000083.333,5340.272
19420,26.452,305783.333,2000083.333,5339.792
19425,26.607,305916.667,2000083.333,5339.005
19526,26.697,305983.333,2000083.333,5338.648
19531,26.872,306116.667,2000083.333,5337.924
19623,26.976,306183.333,2000083.333,5337.573
19628,27.188,306316.667,2000083.333,5336.868
19712,27.319,306383.333,2000083.333,5336.522
19717,27.596,306516.667,2000083.333,5335.883
19793,27.787,306583.333,2000083.333,5335.704
19798,28.171,306716.667,2000083.333,5335.372
19876,28.343,306783.333,2000083.333,5335.017
19881,28.618,306916.667,2000083.333,5334.094
19953,28.707,306983.333,2000083.333,5333.352
19958,28.724,307116.667,2000083.333,5331.255
20020,28.93,307183.333,2000083.333,5330.269
20025,29.453,307316.667,2000083.333,5329.342
20074,14.615,307381.583,2000083.333,5328.945
